"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
2008,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1739002,647,37.2052476075358,49545395,61671860.3334126,28.4907061636502,35.4639387035855,
2009,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1739812,632,36.3257639331146,47540454,59504071.6392317,27.3250523619793,34.2014376491435,
2010,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1748502,671,38.3757067478333,51460940,62627869.9392621,29.4314447452734,35.8180144713944,
2011,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1756730,592,33.69897479977,45025622,53074944.1048507,25.6303598162495,30.2123514170366,
2012,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1774943,512,28.8459967446842,38880199,44794654.87188,21.905040894271,25.2372357151075,
2013,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1788781,501,28.0079003522511,39893428,44502770.4251203,22.302019084505,24.878825538241,
2014,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1809422,540,29.84378436871,46217062,50402386.7399688,25.5424450459871,27.8555178062214,
2015,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1834008,537,29.2801340015965,45122953,49194296.4035315,24.6034657427885,26.8233815793233,
2016,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1860979,513,27.5661358886908,45785413,49833062.5442213,24.6028638689636,26.777874733794,
2017,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1884545,522,27.6989936562937,47424330,50251095.8968463,25.1648700349421,26.6648426526543,
2018,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1903210,557,29.2663447543886,50907222,52008680.0009222,26.7480845518887,27.3268215283244,
2019,"FL","FL007","Florida Department of Health in Broward County","single county","12011","Broward County",,1,,1927014,576,29.8908051524275,49307116,49307116,25.5873159198636,25.5873159198636,
1990,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,11039,14,126.823081800888,544371,1275976.47451834,49.3134341878793,115.588049145606,
1991,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,11262,14,124.311845142959,519878,1175518.30384864,46.1621381637365,104.379178107676,
1992,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,11316,12,106.044538706257,482458,1054943.08400076,42.6350300459526,93.2257939201802,
1993,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,11453,13,113.507377979569,551548,1176714.71752898,48.1575133152886,102.742924782064,
1994,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,11829,13,109.899399780201,564566,1174220.63746976,47.7272804125454,99.2662640518862,
1995,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12201,15,122.940742562085,621994,1260065.28332542,50.9789361527744,103.275574405821,
1996,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12402,15,120.948234155781,724341,1434463.36682882,58.4051765844219,115.663874119401,
1997,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12538,16,127.612059339608,712043,1379426.91590859,56.7907959802201,110.019693404737,
1998,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12611,18,142.732535088415,846596,1608741.84977734,67.1315518198398,127.566556956414,
1999,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12863,18,139.936251263313,966604,1767464.13230066,75.1460778978465,137.406836064733,
2000,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,13038,17,130.388096333794,923131,1610670.11103707,70.803113974536,123.536593882273,
2001,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,12929,16,123.752803774461,954496,1610541.63166913,73.8259726196922,124.568151571593,
2002,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,13122,14,106.691053193111,903303,1490673.13952589,68.8388203017833,113.601062301927,
2003,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,13372,16,119.653006281783,968160,1548142.26120749,72.4020341011068,115.774922315846,
2004,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,13617,15,110.15642211941,866309,1324273.80631294,63.619666593229,97.2515096065903,
2005,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,13841,16,115.598583917347,1017441,1472464.32554108,73.5092117621559,106.38424431335,
2006,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14077,15,106.556794771613,953356,1313585.17373261,67.7243730908574,93.3142838483068,
2007,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14297,16,111.911589844023,1216984,1590904.20850306,85.1216339092117,111.275387039453,
2008,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14410,19,131.852879944483,1323550,1647495.00421357,91.8494101318529,114.32997947353,
2009,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14677,20,136.267629624583,1513446,1894306.67208413,103.116849492403,129.066339993468,
2010,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14640,21,143.44262295082,1578753,1921339.51595559,107.838319672131,131.239037975109,
2011,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14685,22,149.812734082397,1473668,1737118.62834692,100.351923731699,118.292041426416,
2012,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14631,22,150.365661950653,1388396,1599598.79952,94.8941289043811,109.329423793316,
2013,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14617,20,136.826982280906,1528989,1705650.5259346,104.60347540535,116.689507144736,
2014,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14579,18,123.465258248165,1475713,1609350.61911117,101.221825913986,110.388272111336,
2015,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14550,19,130.584192439863,1510086,1646337.69156959,103.785979381443,113.150356808907,
2016,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14594,17,116.486227216664,1430387,1556840.0536966,98.0119912292723,106.67672013818,
2017,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14658,17,115.977623140947,1372033,1453814.14680266,93.6030154182017,99.1822995499154,
2018,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,15315,15,97.9431929480901,1489172,1521392.58383287,97.2361736859288,99.3400315920905,
2019,"FL","FL008","Florida Department of Health in Calhoun County","single county","12013","Calhoun County",,1,,14982,16,106.794820451208,1349640,1349640,90.0841009211053,90.0841009211053,
1990,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,112780,60,53.2009221493173,2396593,5617485.66142453,21.2501596027664,49.8092362247254,
1991,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,117183,64,54.6154305658671,2535426,5732959.79259317,21.6364660402959,48.9231355452,
1992,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,120101,63,52.4558496598696,2610771,5708714.14788385,21.7381287416425,47.5326112845343,
1993,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,123302,68,55.1491459992539,2758342,5884857.94052072,22.370618481452,47.7271896686244,
1994,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,126557,70,55.3110456158095,2962058,6160678.52648301,23.4049321649533,48.6790815718057,
1995,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,129509,79,60.9996216479164,3350358,6787315.95885425,25.8696924538063,52.4080639867056,
1996,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,131459,73,55.5306217147552,3317921,6570712.03829692,25.2392076617044,49.9829759719526,
1997,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,133308,68,51.0096918414499,2903981,5625825.34297389,21.7839964593273,42.2017083968996,
1998,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,135610,75,55.3056559250793,3482506,6617622.97991094,25.6803038124032,48.7989306091803,
1999,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,139032,77,55.3829334253985,3782031,6915556.04958101,27.2025936475056,49.7407506874749,
2000,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,142357,82,57.6016634236462,3993899,6968516.65235038,28.0555153592728,48.9509939964341,
2001,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,145749,81,55.5749953687504,4271002,7206553.54233242,29.303816835793,49.4449604617007,
2002,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,148999,85,57.0473627339781,4283073,7068128.71841295,28.7456492996597,47.4374238646766,
2003,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,152337,84,55.1409047047008,4343091,6944846.63833449,28.5097579708147,45.588705556329,
2004,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,154553,80,51.7621786701002,4272543,6531176.2676432,27.6445167677108,42.2584891114582,
2005,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,153569,78,50.7915008888513,4468317,6466652.49160271,29.0964778047653,42.1091007404014,
2006,"FL","FL009","Florida Department of Health in Charlotte County","single county","12015","Charlotte County",,1,,157610,85,53.9305881606497,5597639,7712728.08720715,35.5157604212931,48.9355249489699,
